,Roughness,id
0,0.23076923076923078,cyclic
1,0.14285714285714285,cyclic
2,0.3333333333333333,cyclic
3,0.18181818181818182,cyclic
4,0.3333333333333333,cyclic
5,0.1875,cyclic
6,0.3333333333333333,cyclic
7,0.3125,cyclic
8,0.42857142857142855,cyclic
9,0.2,cyclic
10,0.4117647058823529,cyclic
11,0.3076923076923077,cyclic
12,0.14285714285714285,cyclic
13,0.18181818181818182,cyclic
14,0.5625,cyclic
15,0.23529411764705882,cyclic
16,0.21052631578947367,cyclic
17,0.3125,cyclic
18,0.3076923076923077,cyclic
19,0.3333333333333333,cyclic
20,0.7368421052631579,cyclic
21,0.21428571428571427,cyclic
22,0.2777777777777778,cyclic
23,0.5882352941176471,cyclic
24,0.2857142857142857,cyclic
25,0.25,cyclic
26,0.4166666666666667,cyclic
27,0.21428571428571427,cyclic
28,0.7647058823529411,cyclic
29,0.3125,cyclic
30,0.2,cyclic
31,0.29411764705882354,cyclic
32,0.3684210526315789,cyclic
33,0.3333333333333333,cyclic
34,0.4,cyclic
35,0.2,cyclic
36,0.29411764705882354,cyclic
37,0.6666666666666666,cyclic
38,0.21428571428571427,cyclic
39,0.26666666666666666,cyclic
40,0.2,cyclic
41,0.18181818181818182,cyclic
42,0.14285714285714285,cyclic
43,0.26666666666666666,cyclic
44,0.375,cyclic
45,0.65,cyclic
46,0.25,cyclic
47,0.14285714285714285,cyclic
48,0.4166666666666667,cyclic
49,0.23529411764705882,cyclic
50,0.35294117647058826,cyclic
51,0.18181818181818182,cyclic
52,0.3333333333333333,cyclic
53,0.3076923076923077,cyclic
54,0.6666666666666666,cyclic
55,0.14285714285714285,cyclic
56,0.5909090909090909,cyclic
57,0.375,cyclic
58,0.15384615384615385,cyclic
59,0.16666666666666666,cyclic
60,0.3684210526315789,cyclic
61,0.15384615384615385,cyclic
62,0.2222222222222222,cyclic
63,0.23076923076923078,cyclic
64,0.3157894736842105,cyclic
65,0.625,cyclic
66,0.47368421052631576,cyclic
67,0.3333333333333333,cyclic
68,0.36363636363636365,cyclic
69,0.2727272727272727,cyclic
70,0.29411764705882354,cyclic
71,0.3125,cyclic
72,0.23076923076923078,cyclic
73,0.16666666666666666,cyclic
74,0.25,cyclic
75,0.26666666666666666,cyclic
76,0.6190476190476191,cyclic
77,0.3125,cyclic
78,0.3125,cyclic
79,0.25,cyclic
80,0.55,cyclic
81,0.35714285714285715,cyclic
82,0.3125,cyclic
83,0.3076923076923077,cyclic
84,0.2,cyclic
85,0.35714285714285715,cyclic
86,0.17647058823529413,cyclic
87,0.35714285714285715,cyclic
88,0.23076923076923078,cyclic
89,0.23076923076923078,cyclic
90,0.7058823529411765,cyclic
91,0.5714285714285714,cyclic
92,0.25,cyclic
93,0.1875,cyclic
94,0.26666666666666666,cyclic
95,0.5625,cyclic
96,0.25,cyclic
97,0.21428571428571427,cyclic
98,0.14285714285714285,cyclic
99,0.36363636363636365,cyclic
100,0.2857142857142857,acyclic
101,0.6,acyclic
102,0.2,acyclic
103,0.625,acyclic
104,0.3684210526315789,acyclic
105,0.3333333333333333,acyclic
106,0.35,acyclic
107,0.35294117647058826,acyclic
108,0.25,acyclic
109,0.21428571428571427,acyclic
110,0.3125,acyclic
111,0.35294117647058826,acyclic
112,0.2,acyclic
113,0.3076923076923077,acyclic
114,0.3333333333333333,acyclic
115,0.3333333333333333,acyclic
116,0.29411764705882354,acyclic
117,0.21428571428571427,acyclic
118,0.26666666666666666,acyclic
119,0.1875,acyclic
120,0.26666666666666666,acyclic
121,0.23529411764705882,acyclic
122,0.23529411764705882,acyclic
123,0.5294117647058824,acyclic
124,0.6842105263157895,acyclic
125,0.3333333333333333,acyclic
126,0.35,acyclic
127,0.2857142857142857,acyclic
128,0.13333333333333333,acyclic
129,0.2222222222222222,acyclic
130,0.14285714285714285,acyclic
131,0.6923076923076923,acyclic
132,0.4,acyclic
133,0.2857142857142857,acyclic
134,0.3333333333333333,acyclic
135,0.65,acyclic
136,0.2,acyclic
137,0.47058823529411764,acyclic
138,0.21428571428571427,acyclic
139,0.3333333333333333,acyclic
140,0.35,acyclic
141,0.26666666666666666,acyclic
142,0.5263157894736842,acyclic
143,0.38095238095238093,acyclic
144,0.2222222222222222,acyclic
145,0.23076923076923078,acyclic
146,0.4444444444444444,acyclic
147,0.2,acyclic
148,0.11764705882352941,acyclic
149,0.5,acyclic
150,0.3076923076923077,acyclic
151,0.21052631578947367,acyclic
152,0.26666666666666666,acyclic
153,0.23529411764705882,acyclic
154,0.42105263157894735,acyclic
155,0.3076923076923077,acyclic
156,0.4117647058823529,acyclic
157,0.3157894736842105,acyclic
158,0.2857142857142857,acyclic
159,0.45,acyclic
160,0.26666666666666666,acyclic
161,0.35294117647058826,acyclic
162,0.85,acyclic
163,0.9047619047619048,acyclic
164,0.3125,acyclic
165,0.2857142857142857,acyclic
166,0.13333333333333333,acyclic
167,0.4,acyclic
168,0.3333333333333333,acyclic
169,0.29411764705882354,acyclic
170,0.375,acyclic
171,0.21052631578947367,acyclic
172,0.5882352941176471,acyclic
173,0.45,acyclic
174,0.375,acyclic
175,0.26666666666666666,acyclic
176,0.2631578947368421,acyclic
177,0.35714285714285715,acyclic
178,0.3157894736842105,acyclic
179,0.2,acyclic
180,0.26666666666666666,acyclic
181,0.16666666666666666,acyclic
182,0.35294117647058826,acyclic
183,0.29411764705882354,acyclic
184,0.6666666666666666,acyclic
185,0.42857142857142855,acyclic
186,0.7368421052631579,acyclic
187,0.75,acyclic
188,0.5263157894736842,acyclic
