,Roughness,id
0,0,E
1,0.821428571,E
2,0.038461538,E
3,0,E
4,0,E
5,0.766666667,E
6,0,E
7,0,E
8,0,E
9,0,E
10,0,NE
11,0,NE
12,0,NE
13,0.038461538,NE
14,0,NE
15,0.266666667,NE
16,0,NE
17,0,NE
18,0,NE
19,0,NE
20,0.2,RN
21,0.142857143,RN
22,0,RN
23,0,RN
24,0,RN
25,0.25,RN
26,0.2,RN
27,0.25,RN
28,0.333333333,RN
29,0.25,RN
