0	68	0	3094	986	170	0	1564	0	102	1190	0	986	0	0	272	510	0	204	1768	0	0	0	0
0	986	0	1938	3060	102	0	5202	0	0	476	0	1156	0	34	136	306	0	748	2550	0	0	0	0
0	4760	0	1632	20468	170	0	9996	0	714	1734	0	2992	0	102	238	2074	0	680	1972	0	0	0	0
0	2720	0	170	680	102	0	3978	0	68	340	0	1088	0	34	34	374	0	340	1428	0	0	0	0
0	306	0	612	714	34	34	18700	0	68	204	0	238	0	68	0	204	0	272	986	0	0	0	0
0	136	0	6358	748	34	0	7922	0	0	544	0	476	0	170	34	102	0	340	544	0	68	0	0
0	102	0	884	1836	102	0	14756	0	0	476	0	238	0	34	34	272	0	442	2312	0	34	0	0
0	272	0	3944	510	34	34	24650	0	102	170	0	306	0	34	68	136	0	408	1972	0	0	408	0
0	136	0	408	68	34	0	680	0	0	0	0	136	0	0	0	68	0	68	306	0	0	102	0
0	238	0	442	102	0	0	680	0	34	170	0	510	0	0	68	102	0	68	1020	0	0	0	0
0	136	0	1088	136	34	0	408	0	0	102	0	102	0	0	0	102	0	34	884	0	0	0	0
0	204	0	1768	204	0	0	510	0	136	102	0	748	0	0	136	68	0	170	442	0	0	0	0
0	102	0	1598	136	68	0	204	0	0	68	0	102	0	0	34	34	0	136	714	0	0	0	0
0	34	0	3842	102	0	0	204	0	34	68	0	136	0	0	0	0	0	136	680	0	0	34	0
0	238	0	1768	408	0	34	510	0	68	306	0	170	0	0	136	68	0	102	1258	0	0	0	0
0	170	0	1734	272	68	0	340	0	0	68	0	102	0	0	0	0	0	0	1326	0	0	68	0
0	34	0	1530	170	0	0	0	0	0	238	0	170	0	34	34	0	0	0	1088	0	0	34	0
0	102	0	442	136	68	0	272	0	0	0	0	136	0	0	34	0	0	102	612	0	0	68	0
0	408	0	14756	306	34	68	442	0	68	0	0	306	0	0	68	68	0	136	1122	0	0	136	0
0	272	0	15878	1020	34	136	4930	0	34	68	0	544	0	0	136	170	0	170	1462	0	0	238	0
0	884	0	986	2210	0	204	4284	0	34	34	0	136	0	0	102	68	0	102	612	0	0	102	0
0	748	0	578	748	0	0	1564	0	0	0	0	34	0	0	68	0	0	68	306	0	0	102	0
0	0	0	680	1190	0	34	1054	0	34	0	0	884	0	0	68	68	0	68	2720	0	0	68	0
0	612	0	1734	442	0	34	578	0	68	68	0	68	0	0	204	170	0	102	4420	0	0	306	0
0	748	0	1904	340	0	102	544	0	68	68	0	272	0	0	170	204	0	0	3196	0	0	34	0
0	306	0	2448	510	0	0	408	0	0	34	0	34	0	0	646	170	0	34	3842	0	0	272	0
0	918	0	170	782	0	68	714	0	34	0	0	102	0	0	170	34	0	0	2686	0	0	476	0
0	1632	0	1292	816	0	68	1938	0	136	0	0	136	0	0	136	204	0	0	3400	0	0	0	0
0	1224	0	374	476	0	0	408	0	102	34	0	136	0	0	68	68	0	0	1496	0	0	374	0
0	2040	0	374	306	34	0	340	0	34	34	0	374	0	0	238	442	0	0	1496	0	34	272	0
0	2822	0	1768	1224	0	0	136	0	442	0	0	476	0	0	306	340	0	68	2142	0	34	680	0
0	1666	0	102	102	0	0	0	0	136	34	0	238	0	0	136	170	0	0	1020	0	34	1088	0
0	10710	0	16116	136	0	0	68	0	238	68	0	408	0	0	204	544	0	34	2040	0	68	238	0
0	9010	0	8296	816	0	0	442	0	34	34	0	34	0	0	102	2244	0	34	3128	0	0	238	0
0	7344	0	1088	2176	0	0	646	0	34	34	0	340	0	0	136	272	0	68	1462	0	0	476	0
0	2992	0	306	884	68	0	306	0	0	136	0	272	0	0	170	204	0	34	986	0	34	510	0
0	612	0	2040	68	0	0	136	0	0	0	0	170	0	0	102	68	0	0	850	0	204	476	0
0	1190	0	11662	544	0	0	204	0	68	0	0	136	0	0	136	170	0	0	2414	0	238	340	0
0	1156	0	14314	510	0	0	204	0	34	34	0	136	0	0	0	442	0	0	2210	0	0	340	0
34	612	0	10098	986	0	0	238	0	68	170	0	68	0	0	0	68	0	68	1462	0	0	238	0
0	1054	0	6732	476	0	0	510	0	0	442	0	340	0	0	34	34	0	0	816	0	68	204	0
34	170	0	340	578	0	0	544	0	34	238	0	0	0	0	0	0	0	0	680	0	68	136	0
0	1122	0	4488	340	0	0	306	0	34	68	0	136	0	0	34	0	0	34	408	0	0	204	0
0	1938	0	952	646	0	0	748	0	0	0	0	306	0	0	0	0	0	0	578	0	68	408	0
34	1462	0	2448	476	0	0	680	0	0	0	0	204	0	68	0	0	0	0	884	0	544	170	0
0	612	0	2652	340	0	0	748	0	0	0	0	510	0	0	0	0	0	0	2414	0	3570	272	0
0	544	0	9690	238	0	34	612	0	0	34	0	306	0	0	136	34	0	0	2992	0	3842	374	0
34	1292	0	2176	714	0	0	1054	0	34	0	0	782	0	0	34	68	0	0	2312	0	952	408	0
0	884	0	986	306	0	0	1190	0	0	34	0	272	0	0	68	136	0	0	2924	0	1836	578	0
0	3366	0	4080	1020	0	68	1190	0	0	34	0	680	0	0	34	0	0	34	1802	0	2482	68	0
34	272	0	1666	34	34	0	476	0	0	68	0	2074	0	0	68	68	0	0	952	0	2584	102	0
0	748	0	510	306	0	68	646	0	0	34	0	1020	0	0	102	0	0	0	2516	0	12648	68	0
0	544	0	1292	442	0	0	1224	0	0	102	0	5066	0	0	272	0	0	0	3604	0	25466	136	0
0	1598	0	578	714	0	34	1190	0	0	136	0	10336	0	0	306	0	0	34	3434	0	8024	68	0
