Sample_Roughness	Pos_Roughness		Neg_Roughness
0.20923076923076922	0.11714285714285712	0.1257142857142857
0.14615384615384613	0.14235294117647057	0.152
0.3630769230769231	0.11636363636363635	0.1366666666666667
0.18	0.16749999999999998	0.13599999999999998
0.1729411764705882	0.14666666666666664	0.17666666666666667
0.16999999999999998	0.22470588235294117	0.26999999999999996
0.16615384615384612	0.19999999999999998	0.09599999999999999
0.16833333333333333	0.156	0.188
0.17333333333333334	0.10999999999999999	0.11199999999999996
0.21571428571428572	0.21058823529411766	0.21249999999999997
