-100.000000	99.847932	100.000000	19.804267	100.000000	-52.961016
-99.859031	100.000000	99.892874	27.421253	99.917328	-52.643899
-99.729535	100.000000	99.878813	34.020321	99.957050	-52.540801
-100.000000	99.992490	100.000000	42.819673	99.992093	-52.558231
-99.966064	100.000000	100.000000	23.480005	99.806700	-52.454476
100.000000	-100.000000	-99.576222	-27.955539	-99.971355	52.381461
-100.000000	100.000000	99.807510	34.400461	99.985638	-52.926153
99.873691	-100.000000	-100.000000	-30.471052	-100.000000	52.142170
100.000000	-100.000000	-100.000000	-17.879616	-99.805788	52.554986
39.997455	-15.285353	-22.029640	9.122143	-11.266140	-92.707070
-100.000000	100.000000	99.899190	3.547762	100.000000	-40.492627
100.000000	-100.000000	-99.967929	-34.163331	-100.000000	52.304190
-100.000000	99.811014	99.613626	32.258539	99.808594	-53.087612
100.000000	-100.000000	-100.000000	-30.336814	-100.000000	52.703933
99.967675	-100.000000	-100.000000	-38.810008	-99.674850	52.634407
99.837527	-99.738838	-99.820041	-40.727388	-99.929808	52.640468
100.000000	-100.000000	-99.967752	-28.657172	-100.000000	52.585161
-99.969578	99.898395	99.793510	22.495880	99.891237	-52.625973
-99.893571	99.728989	99.886059	20.234057	100.000000	-52.697647
100.000000	-100.000000	-100.000000	-41.947817	-99.930243	52.525254
-100.000000	100.000000	100.000000	34.793960	99.949336	-52.724212
-99.997521	99.832401	100.000000	36.807113	100.000000	-52.441109
-99.810242	100.000000	99.639174	28.877839	99.892315	-52.842057
-99.807855	99.917270	100.000000	27.454260	100.000000	-52.370897
-100.000000	99.752111	99.849319	17.133055	99.941649	-52.307012
-100.000000	100.000000	100.000000	33.747477	100.000000	-52.801168
100.000000	-100.000000	-99.927821	-23.032173	-99.574942	52.502098
-99.748967	100.000000	99.918325	41.542759	99.991013	-52.561349
-100.000000	99.926420	100.000000	5.939728	99.779132	-43.824942
99.745653	-100.000000	-99.792634	-28.976900	-99.973266	52.501343
-100.000000	100.000000	99.986208	43.557711	100.000000	-52.488092
-100.000000	100.000000	99.736275	27.572899	99.985587	-52.392925
-99.881000	100.000000	99.912614	18.121214	99.771164	-53.071994
-99.692120	99.938919	99.607651	31.056913	99.817207	-52.623594
-100.000000	99.875095	100.000000	36.233403	99.911258	-52.290017
-99.903032	100.000000	100.000000	18.643061	100.000000	-52.347829
-100.000000	99.998632	99.843189	20.369004	99.950747	-52.657414
-100.000000	99.803562	99.988813	44.042597	99.937814	-52.930094
-100.000000	99.899656	99.714788	41.266950	99.620023	-52.917288
-100.000000	99.963017	99.810622	15.283926	100.000000	-52.650395
-99.974348	99.871975	99.688836	42.249312	99.672353	-52.879042
99.761638	-100.000000	-100.000000	-33.308827	-100.000000	52.240401
-100.000000	99.926537	100.000000	31.435221	99.995448	-52.013498
-99.936202	99.990856	99.801117	19.919975	99.416814	-52.945772
-99.908665	99.746952	99.892895	31.859368	99.835361	-52.535247
-100.000000	100.000000	100.000000	26.953994	99.811883	-52.659203
99.799246	-99.816302	-99.988497	-27.788723	-99.898838	52.658838
-100.000000	100.000000	99.842599	12.746584	99.970110	-52.755512
99.905557	-100.000000	-99.937826	-18.223519	-99.879204	52.393591
97.133151	-100.000000	-95.050057	-7.828777	-58.972018	22.323949
-99.945197	99.917449	99.777474	6.978472	99.834693	-49.853807
99.874906	-100.000000	-100.000000	-29.750294	-100.000000	52.561468
-99.963069	99.949767	100.000000	19.856611	99.581634	-52.900944
-99.875365	99.892007	100.000000	21.075720	100.000000	-52.653526
99.970448	-100.000000	-100.000000	-23.559237	-99.798907	52.620496
-99.929139	100.000000	100.000000	38.143595	100.000000	-52.038963
-99.783222	100.000000	99.891208	38.206860	100.000000	-52.734795
-99.786612	99.733267	100.000000	28.537422	100.000000	-52.471117
-99.896299	99.766556	99.905927	22.176164	100.000000	-52.376470
-100.000000	99.938219	100.000000	28.817209	99.751624	-52.484759
-99.917440	100.000000	99.996836	17.317275	99.727554	-52.659244
100.000000	-99.795558	-100.000000	-14.562785	-100.000000	52.475008
99.986158	-100.000000	-100.000000	-17.680791	-99.880313	52.491956
-100.000000	100.000000	100.000000	39.596473	100.000000	-52.153307
-100.000000	99.941206	99.660801	26.447617	100.000000	-52.801791
-100.000000	100.000000	99.950041	28.155505	99.783274	-52.883183
99.909255	-99.931961	-99.996738	-33.130299	-100.000000	52.570403
100.000000	-100.000000	-99.927178	-40.382910	-99.754777	52.620701
100.000000	-100.000000	-99.798980	-31.102509	-100.000000	52.465928
100.000000	-100.000000	-100.000000	-19.087196	-100.000000	52.670762
100.000000	-99.839047	-100.000000	-9.115150	-67.706670	67.690432
99.942175	-100.000000	-100.000000	-30.143266	-99.758783	52.562725
-99.708065	100.000000	100.000000	19.587915	100.000000	-52.604927
99.926427	-100.000000	-100.000000	-29.800755	-99.887662	52.437751
100.000000	-100.000000	-99.920977	-7.856176	-100.000000	47.975916
-99.891659	99.911287	99.962979	17.913035	99.754179	-52.535529
-100.000000	99.679973	100.000000	34.996447	100.000000	-52.396267
-99.923840	100.000000	99.999299	27.635086	99.899884	-52.937803
-99.819482	100.000000	100.000000	16.345325	99.987275	-52.550734
-99.941927	100.000000	99.926625	21.819533	100.000000	-52.278840
-100.000000	99.716287	100.000000	42.761456	99.829033	-52.759433
-100.000000	100.000000	99.780925	20.913063	100.000000	-52.643915
-100.000000	99.981143	99.983965	31.743172	100.000000	-52.942739
99.906282	-100.000000	-100.000000	-30.093594	-100.000000	52.313405
-100.000000	100.000000	99.991054	16.501852	100.000000	-52.876187
-99.685556	99.773025	99.989605	13.391807	99.910852	-52.421215
99.943205	-100.000000	-100.000000	-46.629603	-99.887612	52.940696
-99.563446	100.000000	100.000000	30.765025	100.000000	-52.535810
-100.000000	100.000000	100.000000	22.237204	99.715797	-53.070680
100.000000	-100.000000	-99.811313	-17.342890	-99.671255	52.463487
-100.000000	100.000000	100.000000	22.935556	100.000000	-52.528508
-99.931826	100.000000	100.000000	33.970551	99.800735	-52.798241
-100.000000	99.901266	100.000000	26.122242	99.843426	-52.411554
99.731139	-99.965081	-100.000000	-49.600998	-99.907229	52.176211
99.887302	-100.000000	-99.913217	-17.897979	-99.547278	53.092535
-100.000000	100.000000	99.830497	24.386871	100.000000	-52.748153
-100.000000	99.939232	100.000000	15.833158	100.000000	-52.767961
-99.665659	99.819588	100.000000	26.333981	99.839828	-52.747811
100.000000	-99.945367	-100.000000	-16.817618	-100.000000	52.381860
-99.906987	99.819206	99.747351	24.278463	99.905056	-52.622979
99.732482	-99.999023	-100.000000	-28.476594	-99.999749	52.778633
-100.000000	99.898186	99.861789	32.940848	100.000000	-52.644463
99.979120	-99.944162	-99.972817	-38.502632	-99.928071	52.276225
100.000000	-100.000000	-100.000000	-11.725394	-100.000000	13.935815
-100.000000	99.673700	100.000000	39.831917	99.868878	-52.327540
