,Roughness,id
0,0.25,Sample
1,0.5555555555555556,Sample
2,0.3125,Sample
3,0.26666666666666666,Sample
4,0.3333333333333333,Sample
5,0.47058823529411764,Sample
6,0.3888888888888889,Sample
7,0.26666666666666666,Sample
8,0.2857142857142857,Sample
9,0.4444444444444444,Sample
10,0.5454545454545454,Positive Control
11,0.25,Positive Control
12,0.2777777777777778,Positive Control
13,0.4090909090909091,Positive Control
14,0.11764705882352941,Positive Control
15,0.29411764705882354,Positive Control
16,0.35294117647058826,Positive Control
17,0.2777777777777778,Positive Control
18,0.16666666666666666,Positive Control
19,0.17647058823529413,Positive Control
20,0.3333333333333333,Negative Control
21,0.25,Negative Control
22,0.6666666666666666,Negative Control
23,0.2222222222222222,Negative Control
24,0.3,Negative Control
25,0.36363636363636365,Negative Control
26,0.18181818181818182,Negative Control
27,0.5,Negative Control
28,0.5,Negative Control
29,0.9,Negative Control
