,Roughness,id
0,0.26666666666666666,Sample
1,0.15384615384615385,Sample
2,0.35294117647058826,Sample
3,0.2857142857142857,Sample
4,0.7368421052631579,Sample
5,0.3333333333333333,Sample
6,0.2857142857142857,Sample
7,0.14285714285714285,Sample
8,0.13333333333333333,Sample
9,0.47058823529411764,Sample
10,0.29411764705882354,Positive Control
11,0.21052631578947367,Positive Control
12,0.3333333333333333,Positive Control
13,0.23529411764705882,Positive Control
14,0.17647058823529413,Positive Control
15,0.125,Positive Control
16,0.3333333333333333,Positive Control
17,0.4,Positive Control
18,0.35294117647058826,Positive Control
19,0.25,Positive Control
20,0.4,Negative Control
21,0.5,Negative Control
22,0.4,Negative Control
23,0.35714285714285715,Negative Control
24,0.4,Negative Control
25,0.4,Negative Control
26,0.25,Negative Control
27,0.6923076923076923,Negative Control
28,0.4444444444444444,Negative Control
29,0.3333333333333333,Negative Control
