,Roughness,id
0,0.3,Sample
1,0.29411764705882354,Sample
2,0.35294117647058826,Sample
3,0.3684210526315789,Sample
4,0.35294117647058826,Sample
5,0.2631578947368421,Sample
6,0.29411764705882354,Sample
7,0.23529411764705882,Sample
8,0.3333333333333333,Sample
9,0.38461538461538464,Sample
10,0.2777777777777778,Positive Control
11,0.4,Positive Control
12,0.3157894736842105,Positive Control
13,0.11764705882352941,Positive Control
14,0.16666666666666666,Positive Control
15,0.2777777777777778,Positive Control
16,0.25,Positive Control
17,0.55,Positive Control
18,0.3157894736842105,Positive Control
19,0.16666666666666666,Positive Control
20,0.36363636363636365,Negative Control
21,0.25,Negative Control
22,0.4166666666666667,Negative Control
23,0.5555555555555556,Negative Control
24,0.9333333333333333,Negative Control
25,0.2857142857142857,Negative Control
26,0.625,Negative Control
27,0.8,Negative Control
28,0.4444444444444444,Negative Control
29,0.4444444444444444,Negative Control
