,Roughness,id
0,0.3157894736842105,Sample
1,0.11764705882352941,Sample
2,0.2631578947368421,Sample
3,0.29411764705882354,Sample
4,0.16666666666666666,Sample
5,0.5714285714285714,Sample
6,0.15789473684210525,Sample
7,0.4583333333333333,Sample
8,0.16666666666666666,Sample
9,0.3157894736842105,Sample
10,0.3125,Positive Control
11,0.4444444444444444,Positive Control
12,0.13333333333333333,Positive Control
13,0.5925925925925926,Positive Control
14,0.1875,Positive Control
15,0.29411764705882354,Positive Control
16,0.125,Positive Control
17,0.13333333333333333,Positive Control
18,0.35294117647058826,Positive Control
19,0.3684210526315789,Positive Control
20,0.25,Negative Control
21,0.16666666666666666,Negative Control
22,0.6666666666666666,Negative Control
23,0.23076923076923078,Negative Control
24,0.25,Negative Control
25,0.375,Negative Control
26,0.2,Negative Control
27,0.3333333333333333,Negative Control
28,0.3333333333333333,Negative Control
29,0.45454545454545453,Negative Control
