,Roughness,id
0,0.5714285714285714,Sample
1,0.6,Sample
2,0.625,Sample
3,0.625,Sample
4,0.4,Sample
5,0.5294117647058824,Sample
6,0.6666666666666666,Sample
7,0.375,Sample
8,0.38461538461538464,Sample
9,0.6,Sample
10,0.6111111111111112,Positive Control
11,0.4,Positive Control
12,0.2727272727272727,Positive Control
13,0.375,Positive Control
14,0.16666666666666666,Positive Control
15,0.35714285714285715,Positive Control
16,0.38461538461538464,Positive Control
17,0.25,Positive Control
18,0.21428571428571427,Positive Control
19,0.7058823529411765,Positive Control
20,0.5,Negative Control
21,0.46153846153846156,Negative Control
22,0.4166666666666667,Negative Control
23,0.3333333333333333,Negative Control
24,0.23076923076923078,Negative Control
25,0.35714285714285715,Negative Control
26,0.45454545454545453,Negative Control
27,0.2857142857142857,Negative Control
28,0.4444444444444444,Negative Control
29,0.25,Negative Control
