0.000000	14.000000	0.002500	0.020412	0.007471	0.011200	0.008102	0.011085	0.014296	0.021318	0.012268	0.008050
0.000000	14.000000	0.007500	0.063072	0.009289	0.011774	0.008246	0.008101	0.014058	0.017044	0.015259	0.009221
0.000000	14.000000	0.012500	0.071653	0.007546	0.010388	0.006932	0.008995	0.020699	0.015228	0.012629	0.005717
0.000000	14.000000	0.017500	0.105472	0.007341	0.010749	0.009317	0.010231	0.015987	0.023609	0.013845	0.010587
0.000000	14.000000	0.022499	0.084266	0.009326	0.010891	0.006840	0.007368	0.011934	0.017619	0.011018	0.008779
0.000000	14.000000	0.027499	0.019127	0.008458	0.012014	0.007165	0.011819	0.017588	0.019084	0.010090	0.005477
0.000000	14.000000	0.032499	0.014681	0.008720	0.010977	0.007204	0.009548	0.017835	0.017287	0.010932	0.010197
0.000000	14.000000	0.037499	0.042831	0.008716	0.011709	0.008239	0.010085	0.013872	0.019554	0.013963	0.011908
0.000000	14.000000	0.042499	0.047559	0.008661	0.010925	0.007955	0.010631	0.019081	0.015629	0.014006	0.009514
0.000000	14.000000	0.047499	0.052945	0.007660	0.008043	0.005422	0.011075	0.013832	0.011120	0.008844	0.007405
0.000000	14.000000	0.052499	0.016060	0.008953	0.007732	0.008325	0.008594	0.015022	0.015307	0.008912	0.007543
0.000000	14.000000	0.057499	0.015097	0.005792	0.010256	0.007548	0.009641	0.015263	0.013201	0.010686	0.009064
0.000000	14.000000	0.062498	0.042133	0.007967	0.009494	0.006454	0.008716	0.010659	0.012012	0.010169	0.010332
0.000000	14.000000	0.067498	0.073824	0.008521	0.008524	0.006474	0.010255	0.012171	0.013905	0.009159	0.009756
0.000000	14.000000	0.072498	0.032178	0.006543	0.007738	0.007965	0.009566	0.013513	0.011809	0.008635	0.011243
0.000000	14.000000	0.077498	0.057651	0.007256	0.008834	0.007764	0.012452	0.010282	0.015442	0.010224	0.007648
0.000000	14.000000	0.082498	0.040487	0.006708	0.006710	0.007999	0.008214	0.009823	0.013926	0.007938	0.008048
0.000000	14.000000	0.087498	0.021526	0.006774	0.009484	0.007021	0.008128	0.012464	0.011998	0.009849	0.006732
0.000000	14.000000	0.092498	0.021996	0.007572	0.007647	0.006331	0.009366	0.010356	0.010572	0.008995	0.006815
0.000000	14.000000	0.097498	0.038170	0.006886	0.008826	0.006657	0.007878	0.015590	0.012416	0.007828	0.006861
0.000000	14.000000	0.102497	0.043337	0.008192	0.008555	0.008652	0.008308	0.013109	0.014933	0.007935	0.008265
0.000000	14.000000	0.107497	0.046637	0.008143	0.009866	0.006467	0.008357	0.015309	0.013795	0.008836	0.007697
0.000000	14.000000	0.112497	0.063103	0.011812	0.009352	0.009021	0.010093	0.015357	0.013176	0.011193	0.006599
0.000000	14.000000	0.117497	0.038876	0.007182	0.008739	0.006599	0.008416	0.010223	0.012297	0.012989	0.008323
0.000000	14.000000	0.122497	0.037606	0.006688	0.008103	0.006529	0.010280	0.013162	0.017372	0.012873	0.007541
0.000000	14.000000	0.127497	0.036143	0.006845	0.010932	0.006917	0.014066	0.014295	0.018394	0.019413	0.008871
0.000000	14.000000	0.132497	0.016922	0.006825	0.009211	0.008760	0.010639	0.015574	0.012759	0.011412	0.007808
0.000000	14.000000	0.137497	0.062497	0.006837	0.012039	0.009385	0.009238	0.013224	0.012443	0.017017	0.010495
0.000000	14.000000	0.142496	0.088940	0.009891	0.010236	0.008388	0.011865	0.014206	0.020602	0.014770	0.008151
0.000000	14.000000	0.147496	0.088849	0.007851	0.008656	0.007078	0.012183	0.022039	0.020607	0.018406	0.009384
0.000000	14.000000	0.152496	0.082859	0.008640	0.008667	0.005874	0.010816	0.011634	0.017038	0.013411	0.007379
0.000000	14.000000	0.157496	0.023931	0.009370	0.008923	0.009079	0.012956	0.016680	0.017486	0.018678	0.008476
0.000000	14.000000	0.162496	0.030329	0.007712	0.009292	0.006924	0.009781	0.020220	0.014991	0.011810	0.007376
0.000000	14.000000	0.167496	0.053455	0.010114	0.009794	0.006390	0.012606	0.009493	0.014645	0.011234	0.006322
0.000000	14.000000	0.172496	0.044643	0.008727	0.009401	0.006723	0.008928	0.012539	0.015495	0.014045	0.008389
0.000000	14.000000	0.177496	0.009753	0.008190	0.007902	0.006339	0.009223	0.010635	0.015033	0.013320	0.007890
0.000000	14.000000	0.182495	0.023755	0.007157	0.008313	0.008691	0.007767	0.011657	0.015660	0.015758	0.007456
0.000000	14.000000	0.187495	0.048488	0.008086	0.008168	0.006716	0.009662	0.012446	0.013109	0.014509	0.008724
0.000000	14.000000	0.192495	0.066644	0.006731	0.008775	0.006502	0.009597	0.011955	0.027901	0.012744	0.006742
0.000000	14.000000	0.197495	0.091666	0.006683	0.007877	0.007919	0.011751	0.011806	0.019467	0.013716	0.007493
0.000000	14.000000	0.202495	0.050987	0.007242	0.007987	0.007562	0.012461	0.016545	0.016711	0.010773	0.008421
0.000000	14.000000	0.207495	0.043338	0.007030	0.008418	0.007812	0.009416	0.015492	0.016230	0.020162	0.008245
0.000000	14.000000	0.212495	0.040810	0.007967	0.007913	0.008410	0.009621	0.022635	0.019723	0.011233	0.007421
0.000000	14.000000	0.217495	0.026735	0.007366	0.010012	0.007052	0.008549	0.015881	0.014118	0.015841	0.008181
0.000000	14.000000	0.222494	0.054838	0.008512	0.008679	0.007859	0.010423	0.009223	0.013411	0.011853	0.007459
0.000000	14.000000	0.227494	0.042863	0.006766	0.010477	0.007208	0.008448	0.014999	0.022258	0.015954	0.008932
0.000000	14.000000	0.232494	0.058059	0.007416	0.009828	0.005537	0.008343	0.012572	0.012324	0.015683	0.007865
0.000000	14.000000	0.237494	0.073936	0.007671	0.012736	0.006580	0.009266	0.012240	0.011436	0.013804	0.006990
0.000000	14.000000	0.242494	0.075868	0.008340	0.011270	0.007713	0.011284	0.011748	0.013118	0.010788	0.007062
0.000000	14.000000	0.247494	0.049958	0.007660	0.012172	0.008181	0.008699	0.011307	0.016158	0.013911	0.009822
0.000000	14.000000	0.252494	0.034509	0.007124	0.013275	0.008347	0.008385	0.011057	0.011610	0.018227	0.007903
0.000000	14.000000	0.257494	0.022912	0.008309	0.010852	0.008079	0.009811	0.011595	0.017271	0.012206	0.008276
0.000000	14.000000	0.262493	0.022337	0.009793	0.010949	0.007315	0.012924	0.013162	0.015179	0.012944	0.008286
0.000000	14.000000	0.267493	0.024159	0.008106	0.010665	0.009137	0.009100	0.011577	0.017699	0.014275	0.008030
0.000000	14.000000	0.272493	0.025770	0.007683	0.007282	0.007142	0.008244	0.011220	0.026093	0.012343	0.009214
0.000000	14.000000	0.277493	0.069929	0.007020	0.008953	0.007353	0.008680	0.009806	0.018969	0.009323	0.012349
0.000000	14.000000	0.282493	0.159047	0.006949	0.011421	0.008811	0.009518	0.012363	0.014206	0.011634	0.015138
0.000000	14.000000	0.287493	0.165951	0.009000	0.013319	0.010458	0.008362	0.014549	0.015849	0.008966	0.009496
0.000000	14.000000	0.292493	0.172040	0.007979	0.012523	0.012294	0.008710	0.009405	0.020590	0.012956	0.010118
0.000000	14.000000	0.297493	0.135520	0.007528	0.009451	0.008730	0.008028	0.013035	0.014518	0.012282	0.011186
0.000000	14.000000	0.302492	0.095322	0.009929	0.010999	0.009657	0.008931	0.016955	0.013976	0.010754	0.010034
0.000000	14.000000	0.307492	0.087386	0.007161	0.008107	0.010427	0.006792	0.017573	0.013186	0.009589	0.012676
0.000000	14.000000	0.312492	0.068301	0.009039	0.008311	0.007675	0.008108	0.019703	0.015159	0.010843	0.008056
0.000000	14.000000	0.317492	0.073350	0.007281	0.007236	0.008974	0.006812	0.015033	0.017565	0.009610	0.007526
0.000000	14.000000	0.322492	0.057908	0.009510	0.006190	0.007049	0.006931	0.015101	0.014788	0.010570	0.008344
0.000000	14.000000	0.327492	0.036276	0.008320	0.007825	0.005872	0.008297	0.019866	0.014455	0.012201	0.009420
0.000000	14.000000	0.332492	0.063653	0.007316	0.007703	0.007400	0.008958	0.012400	0.010762	0.007775	0.007500
0.000000	14.000000	0.337492	0.090605	0.008170	0.006774	0.008776	0.009125	0.012397	0.013424	0.007678	0.009063
0.000000	14.000000	0.342491	0.131171	0.007257	0.009012	0.006139	0.009454	0.012443	0.013390	0.008711	0.011338
0.000000	14.000000	0.347491	0.144843	0.007484	0.008205	0.006154	0.007267	0.012240	0.015993	0.008946	0.007404
0.000000	14.000000	0.352491	0.157626	0.009925	0.008947	0.007067	0.010559	0.012786	0.011234	0.008087	0.008455
0.000000	14.000000	0.357491	0.173081	0.007212	0.008703	0.006746	0.008700	0.014099	0.012415	0.009599	0.008202
0.000000	14.000000	0.362491	0.100621	0.007495	0.008554	0.007466	0.006751	0.015532	0.014059	0.010012	0.007042
0.000000	14.000000	0.367491	0.083119	0.008163	0.008478	0.007556	0.009360	0.021892	0.014857	0.008126	0.007754
0.000000	14.000000	0.372491	0.040196	0.006956	0.007968	0.007289	0.009561	0.017621	0.011660	0.008604	0.009167
0.000000	14.000000	0.377491	0.035051	0.006519	0.008125	0.006490	0.007218	0.013367	0.011860	0.008349	0.008226
0.000000	14.000000	0.382490	0.011913	0.006754	0.006774	0.006795	0.007584	0.014035	0.012462	0.007754	0.007680
